Numbs,School Year,Totals Female: Asians (Tot. F),Totals Female: Black/African American (Tot. F),Totals Female: Hispanics of any race (Tot. F),Totals Female: American Indian/Alaska Native (Tot. F),Totals Female: Native Hawaiian/Other Pacific Islander (Tot. F),Totals Female: Two or more races (Tot. F),Totals Female: White (Tot. F)
2249,2013-2014,1,0,0,0,0,0,0
2250,2014-2015,2,2,0,0,0,0,0
2251,2015-2016,2,6,0,0,0,0,3
2252,2010-2011,2,2,2,0,0,0,6
2253,2011-2012,3,2,5,0,0,1,5
2254,2012-2013,8,3,2,0,0,0,7
2255,2013-2014,7,4,6,0,0,2,7
2256,2014-2015,12,6,4,0,0,2,7
2257,2015-2016,12,5,3,0,0,1,10
2258,2012-2013,0,0,0,0,0,0,1
2259,2013-2014,,,,,,,
2260,2014-2015,2,0,1,0,0,0,1
2261,2015-2016,2,0,0,0,0,0,1
2262,2005-2006,,,,,,,
2263,2006-2007,,,,,,,
2264,2007-2008,,,,,,,
2265,2008-2009,,,,,,,
2266,2009-2010,,,,,,,
2267,2010-2011,,,,,,,
2268,2011-2012,,,,,,,
2269,2004-2005,,,,,,,
2270,2005-2006,,,,,,,
2271,2006-2007,,,,,,,
2272,2007-2008,,,,,,,
2273,2008-2009,,,,,,,
2274,2009-2010,,,,,,,
2275,2009-2010,7,1,1,0,0,6,18
2276,2010-2011,6,1,2,0,0,7,23
2277,2011-2012,9,2,2,0,0,7,26
2278,2012-2013,11,2,1,0,0,11,36
2279,2013-2014,9,3,3,0,0,30,37
2280,2014-2015,33,3,6,0,0,3,58
2281,2015-2016,43,3,9,0,0,9,66
2282,2009-2010,1,1,0,0,0,1,3
2283,2010-2011,0,0,0,0,0,0,3
2284,2011-2012,1,0,0,0,0,2,3
2285,2012-2013,2,0,1,0,0,2,6
2286,2013-2014,6,0,1,0,0,8,6
2287,2014-2015,10,1,1,1,0,1,28
2288,2015-2016,17,1,0,0,1,3,39
2289,2010-2011,1,1,0,0,0,0,1
2290,2011-2012,0,1,0,0,1,0,2
2291,2012-2013,1,1,0,0,0,0,3
2292,2013-2014,5,0,0,1,0,0,4
2293,2015-2016,22,1,0,0,0,0,12
2294,2014-2015,20,2,0,0,0,0,6
2295,2010-2011,2,2,0,0,0,0,20
2296,2011-2012,2,0,0,0,0,0,22
2297,2012-2013,8,0,1,0,0,0,21
2298,2013-2014,11,0,2,0,0,0,16
2299,2015-2016,31,0,3,2,0,0,24
2300,2014-2015,21,0,2,0,0,0,17
2301,2011-2012,6,26,0,0,0,0,11
2302,2012-2013,14,42,1,1,0,2,27
2303,2013-2014,11,32,0,2,2,0,19
2304,2014-2015,13,31,2,0,2,0,22
2305,2004-2005,,,,,,,
2306,2005-2006,,,,,,,
2307,2006-2007,,,,,,,
2308,2007-2008,,,,,,,
2309,2008-2009,,,,,,,
2310,2009-2010,,,,,,,
2311,2010-2011,,,,,,,
2312,2011-2012,,,,,,,
2313,2004-2005,,,,,,,
2314,2005-2006,,,,,,,
2315,2006-2007,,,,,,,
2316,2007-2008,,,,,,,
2317,2008-2009,,,,,,,
2318,2009-2010,,,,,,,
2319,2010-2011,,,,,,,
2320,2011-2012,,,,,,,
2321,2015-2016,4,7,0,2,1,0,14
2322,2015-2016,,,,,,,1
2323,2015-2016,1,,,,,,1
2324,2015-2016,,,,,,,4
2325,2015-2016,,,,,,,4
2326,2010-2011,2,1,1,0,0,6,26
2327,2011-2012,3,0,1,0,0,3,25
2328,2012-2013,2,0,0,0,0,8,31
2329,2013-2014,4,0,2,0,0,9,30
2330,2014-2015,6,2,2,0,0,2,25
2331,2004-2005,10,2,0,1,0,9,20
2332,2005-2006,7,3,0,0,0,4,20
2333,2006-2007,3,3,0,0,0,4,18
2334,2007-2008,1,1,0,0,0,3,18
2335,2008-2009,2,0,0,0,0,4,13
2336,2009-2010,3,0,1,0,0,7,25
2337,2010-2011,,,,,,,
2338,2011-2012,,,,,,,
2339,2010-2011,,,,,,,
2340,2011-2012,,,,,,,
2341,2015-2016,21,2,8,0,1,12,37
2342,2011-2012,7,3,2,0,11,1,24
2343,2012-2013,12,9,4,1,1,5,36
2344,2013-2014,21,15,6,1,2,7,55
2345,2014-2015,46,16,7,3,1,0,67
2346,2003-2004,,,,,,,
2347,2004-2005,,,,,,,
2348,2005-2006,,,,,,,
2349,2006-2007,,,,,,,
2350,2007-2008,,,,,,,
2351,2008-2009,1,6,1,0,0,0,9
2352,2009-2010,0,9,0,0,0,6,5
2353,2010-2011,1,5,2,0,1,6,5
2354,2011-2012,4,3,2,0,1,6,6
2355,2012-2013,4,2,3,0,1,7,5
2356,2013-2014,,,,,,,
2357,2003-2004,,,,,,,
2358,2004-2005,,,,,,,
2359,2005-2006,,,,,,,
2360,2006-2007,,,,,,,
2361,2007-2008,,,,,,,
2362,2008-2009,6,11,6,0,0,5,27
2363,2009-2010,3,15,6,0,0,14,28
2364,2010-2011,5,17,5,0,0,15,24
2365,2011-2012,8,17,4,0,0,14,22
2366,2012-2013,9,19,6,0,0,9,32
2367,2013-2014,13,42,12,0,0,8,65
2368,2014-2015,24,56,15,0,0,6,83
2369,2003-2004,,,,,,,
2370,2004-2005,,,,,,,
2371,2005-2006,,,,,,,
2372,2006-2007,,,,,,,
2373,2007-2008,,,,,,,
2374,2008-2009,1,1,1,0,0,1,8
2375,2009-2010,1,2,2,2,0,1,9
2376,2010-2011,2,2,4,2,0,2,11
2377,2011-2012,2,2,2,2,0,2,8
2378,2012-2013,3,1,0,0,0,3,8
2379,2013-2014,,,,,,,
2380,2003-2004,,,,,,,
2381,2004-2005,,,,,,,
2382,2005-2006,,,,,,,
2383,2006-2007,,,,,,,
2384,2007-2008,,,,,,,
2385,2008-2009,0,2,0,2,0,1,38
2386,2009-2010,1,0,0,2,0,4,36
2387,2010-2011,0,2,2,1,0,6,40
2388,2011-2012,2,1,3,2,0,6,34
2389,2012-2013,4,1,3,1,0,2,32
2390,2013-2014,,,,,,,
2391,2003-2004,,,,,,,
2392,2004-2005,,,,,,,
2393,2005-2006,,,,,,,
2394,2006-2007,,,,,,,
2395,2007-2008,,,,,,,
2396,2008-2009,2,9,0,0,0,0,19
2397,2009-2010,2,15,1,1,0,1,16
2398,2010-2011,5,13,1,1,0,2,13
2399,2011-2012,3,23,5,0,0,4,26
2400,2012-2013,5,16,5,0,0,4,18
2401,2013-2014,,,,,,,
2402,2008-2009,0,2,1,0,0,0,0
2403,2009-2010,0,3,3,0,0,0,0
2404,2010-2011,0,2,2,0,0,2,4
2405,2011-2012,0,3,1,0,0,2,8
2406,2012-2013,0,4,1,0,0,5,13
2407,2013-2014,,,,,,,
2408,2004-2005,,,,,,,
2409,2005-2006,,,,,,,
2410,2006-2007,,,,,,,
2411,2007-2008,,,,,,,
2412,2008-2009,,,,,,,
2413,2009-2010,,,,,,,
2414,2010-2011,,,,,,,
2415,2004-2005,,,,,,,
2416,2005-2006,,,,,,,
2417,2006-2007,,,,,,,
2418,2007-2008,,,,,,,
2419,2008-2009,,,,,,,
2420,2009-2010,,,,,,,
2421,2010-2011,,,,,,,
2422,2004-2005,,,,,,,
2423,2005-2006,,,,,,,
2424,2006-2007,,,,,,,
2425,2007-2008,,,,,,,
2426,2008-2009,,,,,,,
2427,2009-2010,,,,,,,
2428,2010-2011,,,,,,,
2429,2011-2012,,,,,,,
2430,2015-2016,,,,,,,
2431,2005-2006,,,,,,,
2432,2006-2007,,,,,,,
2433,2007-2008,,,,,,,
2434,2008-2009,,,,,,,
2435,2009-2010,28,2,3,0,0,3,19
2436,2010-2011,30,4,2,0,0,4,22
2437,2011-2012,33,2,3,0,0,4,24
2438,2012-2013,43,7,4,0,0,3,35
2439,2013-2014,57,6,3,0,1,1,42
2440,2014-2015,72,7,8,0,1,0,45
2441,2015-2016,86,4,12,1,0,0,57
2442,2016-2017,99,11,11,1,0,0,52
2443,2011-2012,1,0,0,0,0,0,3
2444,2012-2013,2,0,0,0,0,0,2
2445,2013-2014,1,1,1,1,0,0,3
2446,2014-2015,4,1,,1,0,,3
2447,2015-2016,,,,,,,
2448,2011-2012,6,5,7,0,0,4,26
2449,2012-2013,8,6,5,0,0,2,33
2450,2013-2014,11,3,5,0,0,2,35
2451,2014-2015,13,3,7,0,0,2,37
2452,2015-2016,,,,,,,
2453,2009-2010,,,90,,,11,
2454,2010-2011,,,80,,,9,
2455,2011-2012,,,78,,,9,
2456,2009-2010,,,121,,,44,
2457,2010-2011,,,97,,,3,
2458,2011-2012,,,99,,,2,
2459,2009-2010,,,171,,,16,
2460,2010-2011,,,145,,,14,
2461,2011-2012,,,133,,,12,
2462,2015-2016,,,,,,,
2463,2004-2005,,,,,,,
2464,2005-2006,,,,,,,
2465,2006-2007,,,,,,,
2466,2007-2008,,,,,,,
2467,2008-2009,,,,,,,
2468,2009-2010,,,,,,,
2469,2010-2011,,,,,,,
2470,2011-2012,,,,,,,
2471,2004-2005,,,,,,,
2472,2005-2006,,,,,,,
2473,2006-2007,,,,,,,
2474,2007-2008,,,,,,,
2475,2008-2009,,,,,,,
2476,2009-2010,,,,,,,
2477,2010-2011,,,,,,,
2478,2011-2012,,,,,,,
2479,2015-2016,0,0,0,0,0,0,2
2480,2015-2016,,,,,,,
2481,2015-2016,,,,,,,
2482,2015-2016,9,3,3,0,0,5,24
2483,2004-2005,,,,,,,
2484,2005-2006,,,,,,,
2485,2004-2005,,,,,,,
2486,2005-2006,,,,,,,
2487,2006-2007,,,,,,,
2488,2007-2008,,,,,,,
2489,2008-2009,,,,,,,
2490,2009-2010,,,,,,,
2491,2004-2005,,,,,,,
2492,2005-2006,,,,,,,
2493,2006-2007,,,,,,,
2494,2007-2008,,,,,,,
2495,2008-2009,,,,,,,
2496,2009-2010,,,,,,,
2497,2007-2008,,,,,,,
2498,2008-2009,,,,,,,
2499,2009-2010,,,,,,,
2500,2004-2005,,,,,,,
2501,2005-2006,,,,,,,
2502,2006-2007,,,,,,,
2503,2007-2008,,,,,,,
2504,2008-2009,,,,,,,
2505,2009-2010,,,,,,,
2506,2004-2005,,,,,,,
2507,2005-2006,,,,,,,
2508,2006-2007,,,,,,,
2509,2007-2008,,,,,,,
2510,2008-2009,,,,,,,
2511,2009-2010,,,,,,,
2512,2010-2011,,,,,,,
2513,2011-2012,,,,,,,
2514,2014-2015,0,5,1,0,0,0,13
2515,2004-2005,,,,,,,
2516,2005-2006,,,,,,,
2517,2006-2007,,,,,,,
2518,2007-2008,,,,,,,
2519,2008-2009,,,,,,,
2520,2009-2010,,,,,,,
2521,2010-2011,,,,,,,
2522,2011-2012,,,,,,,
2523,2010-2011,47,11,18,0,0,11,60
2524,2011-2012,64,10,20,0,0,23,68
2525,2012-2013,79,13,30,0,0,39,106
2526,2013-2014,103,17,46,0,0,57,120
2527,2014-2015,118,15,56,0,1,0,144
2528,2015-2016,129,12,47,0,0,0,132
2529,2016-2017,,,,,,,
2530,2003-2004,,,,,,,
2531,2004-2005,,,,,,,
2532,2005-2006,,,,,,,
2533,2006-2007,,,,,,,
2534,2007-2008,,,,,,,
2535,2008-2009,,,,,,,
2536,2009-2010,,,,,,,
2537,2010-2011,,,,,,,
2538,2011-2012,,,,,,,
2539,2012-2013,,,,,,,
2540,2013-2014,1,0,58,0,0,5,0
2541,2014-2015,0,0,42,0,0,0,3
2542,2015-2016,0,1,50,0,0,0,7
2543,2016-2017,1,2,75,0,0,0,2
2544,2003-2004,,,,,,,
2545,2004-2005,,,,,,,
2546,2005-2006,,,,,,,
2547,2006-2007,,,,,,,
2548,2007-2008,,,,,,,
2549,2008-2009,,,,,,,
2550,2009-2010,,,,,,,
2551,2010-2011,,,,,,,
2552,2011-2012,,,,,,,
2553,2012-2013,,,,,,,
2554,2013-2014,0,0,26,0,1,7,1
2555,2014-2015,0,0,27,0,1,0,1
2556,2015-2016,0,2,35,0,0,0,3
2557,2016-2017,0,2,45,0,0,0,1
2558,2003-2004,,,,,,,
2559,2004-2005,,,,,,,
2560,2005-2006,,,,,,,
2561,2006-2007,,,,,,,
2562,2007-2008,,,,,,,
2563,2008-2009,,,,,,,
2564,2009-2010,,,,,,,
2565,2010-2011,,,,,,,
2566,2011-2012,,,,,,,
2567,2012-2013,,,,,,,
2568,2013-2014,1,0,28,0,0,4,1
2569,2014-2015,1,0,32,0,0,0,2
2570,2015-2016,1,0,39,0,0,0,1
2571,2016-2017,1,0,51,0,0,0,2
2572,2007-2008,,,,,,,
2573,2008-2009,,,,,,,
2574,2009-2010,,,,,,,
2575,2004-2005,,,,,,,
2576,2005-2006,,,,,,,
2577,2006-2007,,,,,,,
2578,2007-2008,,,,,,,
2579,2008-2009,,,,,,,
2580,2009-2010,,,,,,,
2581,2010-2011,,,,,,,
2582,2011-2012,,,,,,,
2583,2004-2005,3,0,1,0,0,9,14
2584,2005-2006,2,0,1,1,0,3,14
2585,2006-2007,3,0,0,0,0,6,9
2586,2007-2008,,,,,,,
2587,2015-2016,,,,,,,
2588,2004-2005,10,4,0,0,0,0,9
2589,2005-2006,9,1,2,0,0,0,14
2590,2006-2007,9,1,3,0,0,0,15
2591,2007-2008,,,,,,,
2592,2008-2009,,,,,,,
2593,2010-2011,17,7,1,0,0,3,23
2594,2006-2007,,,,,,,
2595,2007-2008,,,,,,,
2596,2008-2009,,,,,,,
2597,2008-2009,9,2,,,,5,10
2598,2009-2010,7,1,,,,4,11
2599,2010-2011,4,1,,,,5,8
2600,2011-2012,5,,,,,7,10
2601,2012-2013,8,,,,,5,11
2602,2013-2014,13,,1,,,6,10
2603,2014-2015,12,,2,,,6,4
2604,2015-2016,,,,,,,
2605,2008-2009,29,1,,,,15,38
2606,2009-2010,29,1,1,,,16,42
2607,2010-2011,35,1,2,,,21,39
2608,2011-2012,34,1,2,,,22,30
2609,2012-2013,35,1,1,,1,26,43
2610,2013-2014,47,1,1,,,32,44
2611,2014-2015,64,1,3,1,,53,45
2612,2015-2016,,,,,,,
2613,2015-2016,,,,,,,
2614,2004-2005,,,,,,,
2615,2010-2011,1,0,0,0,0,0,13
2616,2011-2012,2,0,0,0,0,1,16
2617,2012-2013,2,0,0,0,0,3,19
2618,2013-2014,7,1,0,0,0,1,22
2619,2014-2015,11,2,0,1,0,2,45
2620,2015-2016,15,1,2,1,0,5,69
2621,2008-2009,,,,,,,
2622,2009-2010,,,,,,,
2623,2004-2005,,,,,,,
2624,2005-2006,,,,,,,
2625,2006-2007,,,,,,,
2626,2007-2008,,,,,,,
2627,2008-2009,,,,,,,
2628,2009-2010,,,,,,,
2629,2010-2011,,,,,,,
2630,2011-2012,,,,,,,
2631,2004-2005,,,,,,,
2632,2005-2006,,,,,,,
2633,2006-2007,,,,,,,
2634,2007-2008,,,,,,,
2635,2008-2009,,,,,,,
2636,2009-2010,,,,,,,
2637,2010-2011,,,,,,,
2638,2011-2012,,,,,,,
2639,2014-2015,,,,,,,7
2640,2014-2015,,,,,,,3
2641,2012-2013,,,,,,,
2642,2004-2005,,,,,,,
2643,2005-2006,,,,,,,
2644,2006-2007,,,,,,,
2645,2007-2008,,,,,,,
2646,2008-2009,,,,,,,
2647,2009-2010,,,,,,,
2648,2010-2011,,,,,,,
2649,2011-2012,,,,,,,
2650,2015-2016,,,,,,,
2651,2014-2015,1,0,1,0,0,0,12
2652,2013-2014,0,0,0,0,0,0,14
2653,2012-2013,0,0,0,0,0,2,15
2654,2011-2012,0,0,1,0,0,0,16
2655,2010-2011,0,0,1,0,0,0,16
2656,2009-2010,0,0,0,0,0,0,15
2657,2014-2015,0,1,0,0,0,1,4
2658,2013-2014,0,0,0,0,0,2,2
2659,2012-2013,0,0,0,0,0,2,0
2660,2011-2012,0,0,0,0,0,2,0
2661,2010-2011,0,0,0,0,0,0,0
2662,2009-2010,0,1,0,0,0,0,0
2663,2015-2016,0,1,0,0,0,1,4
2664,2016-2017,0,1,0,0,0,0,6
2665,2014-2015,0,1,0,0,0,2,3
2666,2013-2014,0,0,0,0,0,2,5
2667,2012-2013,0,0,1,0,0,2,0
2668,2011-2012,0,0,0,0,0,3,1
2669,2010-2011,0,0,0,0,0,1,0
2670,2009-2010,0,0,0,0,0,0,1
2671,2016-2017,0,1,3,0,0,2,4
2672,2015-2016,0,0,1,0,0,0,4
2673,2014-2015,0,0,0,0,0,0,7
2674,2013-2014,0,0,0,0,0,2,9
2675,2012-2013,0,0,0,0,0,3,7
2676,2011-2012,0,1,0,0,0,3,7
2677,2010-2011,0,1,0,0,0,1,6
2678,2009-2010,0,0,0,0,0,1,7
2679,2015-2016,0,0,0,0,0,0,15
2680,2016-2017,0,0,1,0,0,0,13
2681,2014-2015,0,0,1,0,0,2,23
2682,2013-2014,2,1,1,0,0,1,16
2683,2012-2013,0,0,1,0,0,1,8
2684,2009-2010,0,0,1,0,0,1,17
2685,2010-2011,0,0,0,0,0,2,7
2686,2011-2012,0,0,0,0,0,1,14
2687,2015-2016,0,0,2,0,0,1,17
2688,2016-2017,2,0,1,0,0,0,15
2689,2014-2015,1,0,0,0,0,1,20
2690,2013-2014,0,0,1,0,0,0,9
2691,2012-2013,0,0,0,0,0,0,13
2692,2011-2012,0,0,0,0,0,0,10
2693,2010-2011,0,0,0,0,0,0,14
2694,2009-2010,0,0,0,0,0,0,19
2695,2014-2015,,,,,,,
2696,2015-2016,,,,,,,
2697,2015-2016,,,,,,,
2698,2007-2008,,,,,,,
2699,2004-2005,,,,,,,
2700,2009-2010,,,,,,,
2701,2010-2011,,,,,,,
2702,2011-2012,,,,,,,
2703,2015-2016,,,,,,,
2704,2014-2015,,,,,,,
2705,2013-2014,,,,,,,
2706,2012-2013,,,,,,,
2707,2005-2006,,,,,,,
2708,2006-2007,,,,,,,
2709,2008-2009,,,,,,,
2710,2015-2016,,,,,,,
2711,2011-2012,4,10,1,0,0,1,13
2712,2012-2013,8,7,1,0,0,1,12
2713,2013-2014,7,7,2,0,0,0,13
2714,2014-2015,11,6,2,0,0,0,17
2715,2010-2011,4,8,1,0,0,2,13
2716,2016-2017,22,7,1,0,0,2,16
2717,2015-2016,15,7,3,0,0,1,16
2718,2011-2012,10,9,2,0,0,1,9
2719,2013-2014,6,6,1,0,0,0,9
2720,2014-2015,8,5,2,0,0,1,15
2721,2012-2013,10,7,1,0,0,0,9
2722,2010-2011,8,11,1,0,0,1,5
2723,2016-2017,13,2,3,0,0,2,14
2724,2015-2016,9,5,4,0,0,1,14
2725,2004-2005,,,,,,,
2726,2005-2006,,,,,,,
2727,2006-2007,,,,,,,
2728,2007-2008,,,,,,,
2729,2008-2009,,,,,,,
2730,2009-2010,,,,,,,
2731,2010-2011,,,,,,,
2732,2011-2012,,,,,,,
2733,2013-2014,5,0,0,0,0,1,8
2734,2014-2015,8,1,2,0,0,3,15
2735,2013-2014,12,1,4,0,0,7,31
2736,2014-2015,19,3,3,0,1,4,38
2737,2004-2005,3,9,0,0,0,4,11
2738,2005-2006,5,10,0,0,0,7,20
2739,2006-2007,9,6,0,0,0,7,17
2740,2007-2008,7,5,0,0,0,6,15
2741,2008-2009,6,4,0,0,0,5,21
2742,2009-2010,8,4,2,0,0,2,18
2743,2010-2011,6,5,3,0,0,2,15
2744,2011-2012,9,4,3,0,0,3,19
2745,2012-2013,7,4,3,0,0,1,22
2746,2013-2014,11,5,4,0,5,5,28
2747,2003-2004,4,9,0,0,0,3,13
2748,2003-2004,3,2,5,0,0,2,72
2749,2004-2005,3,4,6,0,0,3,73
2750,2005-2006,4,1,5,0,0,3,63
2751,2006-2007,2,3,3,0,0,5,57
2752,2007-2008,6,1,3,0,0,11,55
2753,2008-2009,8,4,4,0,0,13,63
2754,2009-2010,9,5,5,0,0,15,72
2755,2010-2011,10,4,5,0,0,9,73
2756,2011-2012,10,2,4,0,0,2,69
2757,2012-2013,,,,,,,
2758,2015-2016,,,,,,,
2759,2015-2016,,,,,,,
2760,2015-2016,,,,,,,
2761,2015-2016,,,,,,,
2762,2004-2005,,,,,,,
2763,2005-2006,,,,,,,
2764,2006-2007,,,,,,,
2765,2007-2008,,,,,,,
2766,2008-2009,,,,,,,
2767,2009-2010,,,,,,,
2768,2010-2011,,,,,,,
2769,2011-2012,,,,,,,
2770,2004-2005,,,,,,,
2771,2005-2006,,,,,,,
2772,2006-2007,,,,,,,
2773,2007-2008,,,,,,,
2774,2008-2009,,,,,,,
2775,2009-2010,,,,,,,
2776,2010-2011,,,,,,,
2777,2011-2012,,,,,,,
2778,2004-2005,,,,,,,
2779,2005-2006,,,,,,,
2780,2006-2007,,,,,,,
2781,2007-2008,,,,,,,
2782,2008-2009,,,,,,,
2783,2009-2010,,,,,,,
2784,2010-2011,,,,,,,
2785,2011-2012,,,,,,,
2786,2004-2005,,,,,,,
2787,2005-2006,,,,,,,
2788,2006-2007,,,,,,,
2789,2007-2008,,,,,,,
2790,2008-2009,,,,,,,
2791,2009-2010,,,,,,,
2792,2004-2005,,,,,,,
2793,2005-2006,,,,,,,
2794,2006-2007,,,,,,,
2795,2007-2008,,,,,,,
2796,2008-2009,,,,,,,
2797,2009-2010,,,,,,,
2798,2004-2005,,,,,,,
2799,2005-2006,,,,,,,
2800,2006-2007,,,,,,,
2801,2007-2008,,,,,,,
2802,2008-2009,,,,,,,
2803,2009-2010,,,,,,,
2804,2004-2005,,,,,,,
2805,2005-2006,,,,,,,
2806,2006-2007,,,,,,,
2807,2007-2008,,,,,,,
2808,2008-2009,,,,,,,
2809,2009-2010,,,,,,,
2810,2010-2011,,,,,,,
2811,2011-2012,,,,,,,
2812,2004-2005,,,,,,,
2813,2005-2006,,,,,,,
2814,2006-2007,,,,,,,
2815,2007-2008,,,,,,,
2816,2008-2009,,,,,,,
2817,2009-2010,,,,,,,
2818,2010-2011,,,,,,,
2819,2011-2012,,,,,,,
2820,2004-2005,,,,,,,
2821,2005-2006,,,,,,,
2822,2006-2007,,,,,,,
2823,2007-2008,,,,,,,
2824,2008-2009,,,,,,,
2825,2009-2010,,,,,,,
2826,2010-2011,,,,,,,
2827,2011-2012,,,,,,,
2828,2014-2015,6,0,1,0,0,2,18
2829,2004-2005,,,,,,,
2830,2005-2006,,,,,,,
2831,2006-2007,,,,,,,
2832,2007-2008,,,,,,,
2833,2008-2009,,,,,,,
2834,2009-2010,,,,,,,
2835,2010-2011,,,,,,,
2836,2011-2012,,,,,,,
2837,2015-2016,,,,,,,
2838,2014-2015,0,0,1,0,0,0,9
2839,2012-2013,0,0,1,0,0,0,6
2840,2013-2014,0,0,1,0,0,0,7
2841,2005-2006,,,,,,,
2842,2006-2007,,,,,,,
2843,2007-2008,,,,,,,
2844,2008-2009,,,,,,,
2845,2009-2010,,,,,,,
2846,2010-2011,,,,,,,
2847,2011-2012,,,,,,,
2848,2009-2010,,,,,,,
2849,2010-2011,,,,,,,
2850,2011-2012,,,,,,,
2851,2004-2005,,,,,,,
2852,2005-2006,,,,,,,
2853,2006-2007,,,,,,,
2854,2007-2008,,,,,,,
2855,2008-2009,,,,,,,
2856,2009-2010,,,,,,,
2857,2010-2011,,,,,,,
2858,2011-2012,,,,,,,
2859,2004-2005,,,,,,,
2860,2005-2006,,,,,,,
2861,2006-2007,,,,,,,
2862,2007-2008,,,,,,,
2863,2008-2009,,,,,,,
2864,2009-2010,,,,,,,
2865,2010-2011,,,,,,,
2866,2011-2012,,,,,,,
2867,2006-2007,,,,,,,
2868,2007-2008,,,,,,,
2869,2008-2009,,,,,,,
2870,2009-2010,,,,,,,
2871,2010-2011,,,,,,,
2872,2011-2012,,,,,,,
2873,2015-2016,,,,,,,
2874,2007-2008,,,,,,,
2875,2008-2009,,,,,,,
2876,2009-2010,,,,,,,
2877,2010-2011,,,,,,,
2878,2011-2012,,,,,,,
2879,2004-2005,,,,,,,
2880,2005-2006,,,,,,,
2881,2006-2007,,,,,,,
2882,2007-2008,,,,,,,
2883,2008-2009,,,,,,,
2884,2009-2010,,,,,,,
2885,2010-2011,,,,,,,
2886,2011-2012,,,,,,,
2887,2004-2005,,,,,,,
2888,2005-2006,,,,,,,
2889,2006-2007,,,,,,,
2890,2007-2008,,,,,,,
2891,2008-2009,,,,,,,
2892,2009-2010,,,,,,,
2893,2010-2011,,,,,,,
2894,2011-2012,,,,,,,
2895,2004-2005,,,,,,,
2896,2005-2006,,,,,,,
2897,2006-2007,,,,,,,
2898,2007-2008,,,,,,,
2899,2008-2009,,,,,,,
2900,2009-2010,,,,,,,
2901,2004-2005,,,,,,,
2902,2005-2006,,,,,,,
2903,2006-2007,,,,,,,
2904,2007-2008,,,,,,,
2905,2008-2009,,,,,,,
2906,2009-2010,,,,,,,
2907,2004-2005,,,,,,,
2908,2005-2006,,,,,,,
2909,2006-2007,,,,,,,
2910,2007-2008,,,,,,,
2911,2008-2009,,,,,,,
2912,2009-2010,,,,,,,
